team_abbreviation,full_team_name,tag,region,country,country_code,rank,score,record,earnings,founded_year,game,logo_url
T1EB,Penta Glamour,T1EB,Game Changers,Turkey,tr,358,1375.0,2–2,0.0,,Valorant,https://owcdn.net/img/673939611d888.png
M1KW,MoiraiGC,M1KW,Game Changers,International,,359,1374.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B19L,Van Lyn Violet,B19L,Game Changers,International,,360,1374.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1KW,Prototype,X1KW,Game Changers,Europe,,361,1374.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1CH,Ragequit Rejects,X1CH,Game Changers,International,,362,1374.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1C9,Meats,V1C9,Game Changers,Europe,,363,1374.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1IJ,BT5,W1IJ,Game Changers,Japan,jp,364,1374.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1I7,Dortmund Esports Warriors,B1I7,Game Changers,Germany,de,365,1374.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T192,Addictes Esport GC,T192,Game Changers,Brazil,br,366,1373.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1D1,SKÅL Vendetta,B1D1,Game Changers,International,,367,1373.0,1–3,1263.0,,Valorant,https://owcdn.net/img/640d1ce0da0b0.png
Q1IH,Spinning Cat,Q1IH,Game Changers,International,,368,1373.0,5–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1PA,estrogen gaming,Q1PA,Game Changers,United States,us,369,1373.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1P9,HARU AURORA,T1P9,Game Changers,International,,370,1373.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1DT,Loafing Cats,V1DT,Game Changers,United States,us,371,1373.0,2–4,0.0,,Valorant,https://owcdn.net/img/65b9cd2928648.png
X1P6,I Don't Know,X1P6,Game Changers,International,,372,1373.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1IX,U4RIA Azalea,A1IX,Game Changers,United States,us,373,1373.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1NQ,Scald eSport GC,W1NQ,Game Changers,Europe,,374,1373.0,4–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1O7,Hoshi5,V1O7,Game Changers,Colombia,,375,1373.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1PR,WINX,W1PR,Game Changers,Brazil,br,376,1373.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1IJ,NIX VISION GC,B1IJ,Game Changers,Japan,jp,377,1373.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1AM,Shrubs,W1AM,Game Changers,International,,378,1372.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1Q1,Quazr Celestia,A1Q1,Game Changers,Italy,it,379,1372.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1DS,A Forgotten Kingdom,T1DS,Game Changers,United States,us,380,1372.0,0–0,0.0,,Valorant,https://owcdn.net/img/65b079c6d6eb5.png
Q1M8,adversity,Q1M8,Game Changers,United States,us,381,1372.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B19I,HIVE Valkyries,B19I,Game Changers,Germany,de,382,1372.0,0–0,0.0,,Valorant,https://owcdn.net/img/64b16ec271391.png
Z1Q1,VOSC Omnia Imperium,Z1Q1,Game Changers,Italy,it,383,1372.0,1–3,0.0,,Valorant,https://owcdn.net/img/67d7ded629539.png
B1PB,Prominence,B1PB,Game Changers,United States,us,384,1372.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1NR,Fact Revolution,M1NR,Game Changers,Norway,,385,1372.0,3–4,0.0,,Valorant,https://owcdn.net/img/6799a5f81dd62.png
A1B8,red21,A1B8,Game Changers,United States,us,386,1372.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1HF,OverQuality GC,V1HF,Game Changers,South Korea,kr,387,1372.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1GF,Focus e-Sports GC,Z1GF,Game Changers,Japan,jp,388,1372.0,3–4,0.0,,Valorant,https://owcdn.net/img/620c53b97a67d.png
A14R,DUELIST,A14R,Game Changers,Malaysia,my,389,1372.0,9–9,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1NX,ANT1MATTER,B1NX,Game Changers,International,,390,1372.0,3–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1NM,Fruity Fish,M1NM,Game Changers,United States,us,391,1372.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1FE,Cherry Bomb,T1FE,Game Changers,United States,us,392,1372.0,1–2,0.0,,Valorant,https://owcdn.net/img/65e534f3db723.png
Q1CH,Ratussie Chicken,Q1CH,Game Changers,International,,393,1372.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1NT,SKÅL Lunaris,Y1NT,Game Changers,International,,394,1372.0,3–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B190,Saltire Sirens,B190,Game Changers,International,,395,1372.0,2–2,400.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1EW,UltraLight Team 3,X1EW,Game Changers,United States,us,396,1372.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1O4,Prasso Clan,Y1O4,Game Changers,Argentina,,397,1372.0,3–5,0.0,,Valorant,https://owcdn.net/img/67bec458e177e.png
B1EC,Les Artistes - Nocturna,B1EC,Game Changers,Europe,,398,1371.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1BU,Misses Worldwide,W1BU,Game Changers,Australia,au,399,1371.0,4–4,98.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1B8,Figure8,B1B8,Game Changers,International,,400,1371.0,0–0,0.0,,Valorant,https://owcdn.net/img/64b4f4fb863e1.png
A1NT,All Good,A1NT,Game Changers,International,,401,1371.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1HU,Luminaria,X1HU,Game Changers,Turkey,tr,402,1371.0,3–2,0.0,,Valorant,https://owcdn.net/img/66883c03c2b6b.png
Y1HK,Endear Moon,Y1HK,Game Changers,United States,us,403,1371.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1G4,Risenge Vision,Q1G4,Game Changers,Turkey,tr,404,1371.0,1–2,0.0,,Valorant,https://owcdn.net/img/66343d43882ad.png
B1F7,UNLP Esports GC,B1F7,Game Changers,Argentina,,405,1371.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A19G,Real Nation GC,A19G,Game Changers,Brazil,br,406,1370.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1PR,Linux Venus,Q1PR,Game Changers,Brazil,br,407,1370.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1O7,TeamReis Rose,W1O7,Game Changers,International,,408,1370.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1P8,Avernus Esports GC,X1P8,Game Changers,Philippines,ph,409,1370.0,2–3,0.0,,Valorant,https://owcdn.net/img/666190a7480b4.png
T1I9,SiXSENSE,T1I9,Game Changers,Europe,,410,1370.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1EH,Team Coalesce Roses,A1EH,Game Changers,United Kingdom,gb,411,1370.0,0–1,0.0,,Valorant,https://owcdn.net/img/64261b07c6430.png
A1O1,Alliance Angels,A1O1,Game Changers,United States,us,412,1370.0,3–5,0.0,,Valorant,https://owcdn.net/img/67a00004ceced.png
M1PA,Monarch-X GC,M1PA,Game Changers,United States,us,413,1370.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1K6,YDZ Black,W1K6,Game Changers,United States,us,414,1370.0,12–12,0.0,,Valorant,https://owcdn.net/img/66f3ea58c63e4.png
W1EG,Paragon Celeste,W1EG,Game Changers,Europe,,415,1369.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1I7,Digity Esport,V1I7,Game Changers,France,fr,416,1369.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1GE,ArcoBaleNO IRIS,B1GE,Game Changers,Japan,jp,417,1369.0,4–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1HG,으랏차차,A1HG,Game Changers,South Korea,kr,418,1369.0,2–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1IV,잇뽕따닥,Y1IV,Game Changers,South Korea,kr,419,1369.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1JY,Army National Guard,Y1JY,Game Changers,United States,us,420,1368.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1II,Chicken Gang,Z1II,Game Changers,International,,421,1368.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T165,instalocked,T165,Game Changers,Europe,,422,1368.0,0–0,540.0,,Valorant,https://owcdn.net/img/6174574641214.png
Q1CG,Conestoga Condors White,Q1CG,Game Changers,Canada,ca,423,1368.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1NU,Royal Reapers GC,Z1NU,Game Changers,International,,424,1368.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q19S,Egirl Central,Q19S,Game Changers,International,,425,1367.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1O4,MIX,A1O4,Game Changers,International,,426,1367.0,3–5,0.0,,Valorant,https://owcdn.net/img/67c6b40b4a835.png
B1O3,Soularis,B1O3,Game Changers,Chile,,427,1367.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1HJ,Ukiyo,Q1HJ,Game Changers,United States,us,428,1367.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1P7,Nocturnal Tide GC,M1P7,Game Changers,International,,429,1367.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1PB,low level slimes,M1PB,Game Changers,United States,us,430,1367.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1I9,Dreamers,Y1I9,Game Changers,Poland,,431,1367.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1CH,QT Pi's,W1CH,Game Changers,International,,432,1367.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1DS,Tenzin's Kitty Krew,Q1DS,Game Changers,United States,us,433,1366.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1CH,BillyBilly Gaming,V1CH,Game Changers,International,,434,1366.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1NS,Nade Venus Gaming,T1NS,Game Changers,International,,435,1366.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1NW,Team Phoenix Female,Q1NW,Game Changers,International,,436,1366.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1L4,SKYL Aurora GC,Q1L4,Game Changers,United States,us,437,1366.0,0–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1L3,Nightshade WH,Q1L3,Game Changers,United States,us,438,1366.0,4–7,0.0,,Valorant,https://owcdn.net/img/6743ad294400b.png
A1H2,Elation Misfits,A1H2,Game Changers,United States,us,439,1366.0,0–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B19K,99 Problems,B19K,Game Changers,Turkey,tr,440,1365.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1PB,Labyrinth Aura,T1PB,Game Changers,International,,441,1365.0,1–2,0.0,,Valorant,https://owcdn.net/img/679ea95807131.png
X1EF,TREMBLE,X1EF,Game Changers,Russia,ru,442,1365.0,0–2,0.0,,Valorant,https://owcdn.net/img/66821bb9d2902.png
Y18H,GOSU,Y18H,Game Changers,United States,us,443,1365.0,0–0,0.0,,Valorant,https://owcdn.net/img/651c50f62ebcb.png
V1ID,Rusty Puggers,V1ID,Game Changers,United States,us,444,1365.0,0–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1L4,V1RALITY,M1L4,Game Changers,United States,us,445,1365.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A19S,Scrub Mommies,A19S,Game Changers,International,,446,1365.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1NX,GULUGULU,T1NX,Game Changers,Europe,,447,1365.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1J9,Legion Nyx,V1J9,Game Changers,Mexico,,448,1365.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1O4,GOLD ESPORTS GC,X1O4,Game Changers,Uruguay,,449,1365.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1L5,TOS Starlight,Z1L5,Game Changers,Canada,ca,450,1365.0,0–3,0.0,,Valorant,https://owcdn.net/img/6748c13c655e5.png
X19V,Akuma Violet,X19V,Game Changers,United States,us,451,1364.0,0–0,0.0,,Valorant,https://owcdn.net/img/650619e5710fc.png
A19T,girlbosses,A19T,Game Changers,International,,452,1364.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1DT,Big Bros Gaming,Y1DT,Game Changers,United States,us,453,1364.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1O6,1UP Festival Esports,V1O6,Game Changers,International,,454,1363.0,4–6,0.0,,Valorant,https://owcdn.net/img/67bec2a523f53.png
B1GZ,Jamcat,B1GZ,Game Changers,Australia,au,455,1363.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1IY,VO Blossoms,X1IY,Game Changers,United States,us,456,1363.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1O9,BE BOLD QUEENS,T1O9,Game Changers,Brazil,br,457,1363.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1PB,Tenax GC,Z1PB,Game Changers,United States,us,458,1363.0,1–2,0.0,,Valorant,https://owcdn.net/img/67c205676f0aa.png
A1PA,Bon Bon Bum,A1PA,Game Changers,Mexico,,459,1363.0,1–3,0.0,,Valorant,https://owcdn.net/img/66572b1da4d79.png
V1A5,OverAchievers,V1A5,Game Changers,International,,460,1363.0,0–0,0.0,,Valorant,https://owcdn.net/img/651655acc2ee4.png
W1JL,Scooby Snackers,W1JL,Game Changers,International,,461,1363.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1NM,Prestige XOXO,Q1NM,Game Changers,United States,us,462,1362.0,2–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W19M,Xenesis e-sports GC,W19M,Game Changers,Japan,jp,463,1362.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1I8,Hurricane Of Feathers Kitsune,W1I8,Game Changers,Europe,,464,1362.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1IY,Scenario Cats,B1IY,Game Changers,United States,us,465,1362.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V19J,SGA Incheon,V19J,Game Changers,South Korea,kr,466,1362.0,3–2,725.0,,Valorant,https://owcdn.net/img/66a353e2b023c.png
Y1KW,ORKADIA GC,Y1KW,Game Changers,International,,467,1361.0,5–8,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1EW,RyZe Eclipsa GC,Q1EW,Game Changers,United States,us,468,1361.0,5–8,0.0,,Valorant,https://owcdn.net/img/65c982acbe09a.png
Z1PR,Higashi nine gaming,Z1PR,Game Changers,Brazil,br,469,1361.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M199,Reverse 7,M199,Game Changers,United States,us,470,1361.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1DR,UWaterloo White,W1DR,Game Changers,United States,us,471,1361.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1ED,Imperium Livia,Q1ED,Game Changers,Spain,es,472,1361.0,2–3,0.0,,Valorant,https://owcdn.net/img/66617bf6bf70e.png
V1P7,DROPSHOTMUCH SPHINX,V1P7,Game Changers,International,,473,1360.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1NY,Affinity Auras,V1NY,Game Changers,International,,474,1360.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1IA,Zenithia,M1IA,Game Changers,Europe,,475,1360.0,6–9,0.0,,Valorant,https://owcdn.net/img/672c0593a0e98.png
M1H2,Nemesis GC,M1H2,Game Changers,United States,us,476,1360.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1IA,Shine in Shade,Q1IA,Game Changers,Russia,ru,477,1360.0,4–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1I8,Colorful Radiation,T1I8,Game Changers,Europe,,478,1360.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z19T,ThriveHQ GC,Z19T,Game Changers,International,,479,1360.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1B8,SANRIO,W1B8,Game Changers,International,,480,1360.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1NU,Las Cabras,Q1NU,Game Changers,International,,481,1359.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1B9,Kairos Ember,X1B9,Game Changers,International,,482,1359.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1NW,Lucidity,M1NW,Game Changers,International,,483,1359.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1I8,BRUXA,Q1I8,Game Changers,Poland,,484,1359.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1NW,NewDawn Esport,A1NW,Game Changers,International,,485,1359.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
W1P9,The Dropouts,W1P9,Game Changers,International,,486,1359.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1P9,Astralyn,V1P9,Game Changers,Malaysia,my,487,1359.0,1–3,0.0,,Valorant,https://owcdn.net/img/67d14406f114c.png
T1L3,PIKACHUWU EGIRLS,T1L3,Game Changers,United States,us,488,1359.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V19L,Paragon,V19L,Game Changers,International,,489,1359.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1Q0,Mew Mew,V1Q0,Game Changers,Italy,it,490,1359.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q18L,uppies plz,Q18L,Game Changers,United States,us,491,1359.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X14Q,Ai,X14Q,Game Changers,International,,492,1359.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1NS,Reveal Multigaming Shinsei,Q1NS,Game Changers,International,,493,1359.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1IC,Catnappers,M1IC,Game Changers,United States,us,494,1359.0,12–18,500.0,,Valorant,https://owcdn.net/img/66821e8a3c3eb.png
T1NY,Arthea Queens,T1NY,Game Changers,International,,495,1358.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X19J,The Never Last Esports GC,X19J,Game Changers,South Korea,kr,496,1358.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1E8,Huge Esport,X1E8,Game Changers,France,fr,497,1358.0,1–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
A1FY,Chérie,A1FY,Game Changers,International,,498,1358.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1NU,mGa eSport,Y1NU,Game Changers,International,,499,1358.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V19I,AESIR X,V19I,Game Changers,Europe,,500,1358.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
ZX2,SKULLIES,ZX2,Game Changers,Europe,,501,1358.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1HS,Skulls Esports Regina,X1HS,Game Changers,Algeria,,502,1357.0,4–6,0.0,,Valorant,https://owcdn.net/img/63e45c0feda97.png
V1GE,XFACTORZ,V1GE,Game Changers,Japan,jp,503,1357.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1EA,Leftovers Crew,X1EA,Game Changers,Poland,,504,1357.0,0–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1NV,Rotaryon GC,Y1NV,Game Changers,Norway,,505,1357.0,2–5,0.0,,Valorant,https://owcdn.net/img/6479fb2ed7f03.png
W1GJ,XO Nova,W1GJ,Game Changers,Saudi Arabia,,506,1356.0,1–3,0.0,,Valorant,https://owcdn.net/img/662d59d2eb2b5.png
Z1KV,DoeS Dynasty,Z1KV,Game Changers,International,,507,1356.0,3–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1OZ,Stallions,M1OZ,Game Changers,International,,508,1356.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1P8,Amity,Y1P8,Game Changers,International,,509,1356.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T19E,VizUprising Invicta,T19E,Game Changers,United States,us,510,1356.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1EB,SPICY,Z1EB,Game Changers,Russia,ru,511,1355.0,0–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1P5,5KM NEBULA,M1P5,Game Changers,International,,512,1355.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y18Q,Nani Avior,Y18Q,Game Changers,Germany,de,513,1355.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1I3,paprica picante,Z1I3,Game Changers,Brazil,br,514,1355.0,1–3,1242.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1NM,Momentum GC,Z1NM,Game Changers,United States,us,515,1354.0,2–4,0.0,,Valorant,https://owcdn.net/img/6796a898bc605.png
B1BC,TSI,B1BC,Game Changers,International,,516,1354.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1IE,Paradox,X1IE,Game Changers,United States,us,517,1354.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1NZ,Ceuta Guardians,M1NZ,Game Changers,International,,518,1353.0,1–4,0.0,,Valorant,https://owcdn.net/img/67abdfcecf819.png
T1NQ,Entropy Coven,T1NQ,Game Changers,International,,519,1353.0,3–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1Q1,Nemesi,X1Q1,Game Changers,Italy,it,520,1353.0,0–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1FW,Sinchro Tozen,B1FW,Game Changers,Indonesia,id,521,1353.0,1–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1BC,Castle Black Esports,M1BC,Game Changers,International,,522,1352.0,0–0,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1NZ,179 Sad Cat Firefighters,V1NZ,Game Changers,International,,523,1352.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1PA,DOMINARI,Z1PA,Game Changers,International,,524,1352.0,2–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1NT,Red Royals GC,X1NT,Game Changers,International,,525,1352.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
M1HX,Vila das Flores,M1HX,Game Changers,Brazil,br,526,1352.0,5–9,948.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1LN,InC Bloom,Q1LN,Game Changers,United States,us,527,1351.0,1–6,0.0,,Valorant,https://owcdn.net/img/6767e4531e393.png
X1NX,UltraViolet,X1NX,Game Changers,International,,528,1351.0,1–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
B1EF,ADEPTS,B1EF,Game Changers,Europe,,529,1351.0,0–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1FL,Vixens,Z1FL,Game Changers,International,,530,1351.0,0–2,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X19L,Team Vovas,X19L,Game Changers,Turkey,tr,531,1351.0,0–0,281.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1NW,DIVINE,Z1NW,Game Changers,International,,532,1350.0,0–4,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Q1OA,Stay,Q1OA,Game Changers,Brazil,br,533,1350.0,1–3,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
T1KA,Qinyu Gaming,T1KA,Game Changers,China,cn,534,1350.0,1–2,420.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
V1O0,Terps GC Premier,V1O0,Game Changers,United States,us,535,1350.0,0–4,0.0,,Valorant,https://owcdn.net/img/636c1d93247a5.png
W1KB,YaoGuang,W1KB,Game Changers,China,cn,536,1350.0,2–3,700.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
X1NZ,VCGN Midnight,X1NZ,Game Changers,International,,537,1350.0,2–5,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Z1IH,9 Lives,Z1IH,Game Changers,International,,538,1348.0,5–6,0.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
Y1BV,Shoot Like Girls,Y1BV,Game Changers,International,,539,1348.0,0–0,65.0,,Valorant,https://www.vlr.gg/img/vlr/tmp/vlr.png
